CVE_ENT,CLAVE_CCT,TURNO,NOMBRE,CVE_MUN,NOMBRE_MUNICIPIO,CVE_LOC,NOMBRE_LOCALIDAD,NIVEL_EDUC,MODALIDAD,SERVICIO_ALIMENTACION
13,13DPR0426E,1,LAZARO CARDENAS,48,PACHUCA DE SOTO,1,PACHUCA DE SOTO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0535L,1,REVOLUCION MEXICANA,48,PACHUCA DE SOTO,1,PACHUCA DE SOTO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0768A,1,CARLOS ROVIROSA,48,PACHUCA DE SOTO,1,PACHUCA DE SOTO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0862F,1,MELCHOR OCAMPO,48,PACHUCA DE SOTO,1,PACHUCA DE SOTO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR1050P,1,JOSEFA ORTIZ DE DOMINGUEZ,48,PACHUCA DE SOTO,158,SANTIAGO TLAPACOYA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR1460S,1,EVERARDO MARQUEZ,48,PACHUCA DE SOTO,1,PACHUCA DE SOTO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR1867H,1,GONZALO MENINDEZ DIAZ,48,PACHUCA DE SOTO,1,PACHUCA DE SOTO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR1904V,1,CIUDAD DE PONFERRADA,48,PACHUCA DE SOTO,1,PACHUCA DE SOTO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR1908R,1,CARLOS MARTINEZ BALMORI,48,PACHUCA DE SOTO,1,PACHUCA DE SOTO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2643G,1,JOSEFA ORTIZ DE DOMINGUEZ,48,PACHUCA DE SOTO,149,CAMELIA (BARRIO LA CAMELIA),PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2892N,1,DISTRIBUIDORES NISSAN NUMERO 39,48,PACHUCA DE SOTO,1,PACHUCA DE SOTO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2908Y,1,JOSE VASCONCELOS,48,PACHUCA DE SOTO,1,PACHUCA DE SOTO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0314A,1,BENITO JUAREZ,47,PACULA,8,JILIAPAN,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0317Y,1,EL TORMENTO DE CUAUHTEMOC,47,PACULA,15,LA MOHONERA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR1009Z,1,BENITO JUAREZ,47,PACULA,1,PACULA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR1048A,1,ANTONIA RUBIO,47,PACULA,23,VICENTE GUERRERO (PRESIDIO),PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR1789U,1,BENITO JUAREZ,47,PACULA,4,EL BAILE,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0072U,1,JAIME NUNO,49,PISAFLORES,19,ESCONDIDA DE SAN RAFAEL,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0335N,1,IGNACIO ALLENDE,49,PISAFLORES,26,LA LAGUNA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0361L,1,INDIOS ZACAPOAXTLA,49,PISAFLORES,4,LA AMECA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0363J,1,IGNACIO ZARAGOZA,49,PISAFLORES,16,CHALAHUITE,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2764S,1,EMILIANO ZAPATA,49,PISAFLORES,5,EL AMOLAR,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2316M,1,IGNACIO ZARAGOZA,50,PROGRESO DE OBREGÓN,3,XOCHITLÁN,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR2823R,1,MIGUEL HIDALGO Y COSTILLA,50,PROGRESO DE OBREGÓN,12,EL MORENO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0386U,1,VICENTE GUERRERO,52,SAN AGUSTÍN TLAXIACA,9,IXCUINQUITLAPILCO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0389R,1,FRANCISCO SARABIA,52,SAN AGUSTÍN TLAXIACA,13,SAN JUAN SOLÍS,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR2093U,1,JOSEFA ORTIZ DE DOMINGUEZ,52,SAN AGUSTÍN TLAXIACA,15,SAN FRANCISCO TECAJIQUE,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR1529H,1,EFREN REBOLLEDO,52,SAN AGUSTÍN TLAXIACA,22,ORIENTAL DE ZAPATA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0414Z,1,LEODEGARIO SOLIS,53,SAN BARTOLO TUTOTEPEC,68,SAN JERÓNIMO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0418W,1,JOSEFA ORTIZ DE DOMINGUEZ,53,SAN BARTOLO TUTOTEPEC,72,SAN SEBASTIÁN,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0419V,1,IGNACIO RAMIREZ,53,SAN BARTOLO TUTOTEPEC,74,SANTIAGO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR1526K,1,VICENTE GUERRERO,53,SAN BARTOLO TUTOTEPEC,18,EL COPAL,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2603F,1,ALVARO OBREGON,53,SAN BARTOLO TUTOTEPEC,71,SAN MIGUEL,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0013E,1,JOSE ANGELES MONTAÑO,46,SAN FELIPE ORIZATLÁN,1,SAN FELIPE ORIZATLÁN,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0089U,1,ESTUARDO LARA LARA,46,SAN FELIPE ORIZATLÁN,75,EL LLANO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0156B,1,NICANDRO CASTILLO,46,SAN FELIPE ORIZATLÁN,138,VALLE VERDE,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0287U,1,27 DE SEPTIEMBRE,46,SAN FELIPE ORIZATLÁN,1,SAN FELIPE ORIZATLÁN,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0297A,1,IGNACIO ZARAGOZA,46,SAN FELIPE ORIZATLÁN,32,LOMAS ALTAS,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0299Z,1,NICOLAS BRAVO,46,SAN FELIPE ORIZATLÁN,37,NEXPA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0308Q,1,AÑO DE ZARAGOZA,46,SAN FELIPE ORIZATLÁN,57,TATACUATITLA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2605D,1,GRAL. IGNACIO ZARAGOZA,46,SAN FELIPE ORIZATLÁN,44,LAS PIEDRAS (MICRÓPOLIS ECOLÓGICA LAS PIEDRAS),PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0449P,1,CRISTOBAL COLON,54,SAN SALVADOR,24,TOTHIE DE ROJO GÓMEZ,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0453B,1,MORELOS,55,SANTIAGO DE ANAYA,6,GONZÁLEZ GONZÁLEZ,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0459W,1,LIC. ADOLFO LOPEZ MATEOS,55,SANTIAGO DE ANAYA,4,CERRITOS,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0630P,1,GRAL. NICOLAS FLORES,57,SINGUILUCAN,24,EL SUSTO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR1199G,1,DON MIGUEL HIDALGO Y C.,57,SINGUILUCAN,14,MATÍAS RODRÍGUEZ,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR1489X,1,RAFAEL RAMIREZ CASTAÑEDA,57,SINGUILUCAN,8,CUATRO PALOS,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0512A,1,NIÑOS HÉROES,59,TECOZAUTLA,14,GANDHO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0517W,1,GUILLERMO PRIETO,59,TECOZAUTLA,28,EL SALTO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0521I,1,BENITO JUAREZ,59,TECOZAUTLA,33,SAN MIGUEL CALTEPANTLA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0531P,1,BENITO JUAREZ,60,TENANGO DE DORIA,4,EL BOPO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0533N,1,MIGUEL HIDALGO,60,TENANGO DE DORIA,6,CERRO CHIQUITO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0548P,1,FRANCISCO I. MADERO,60,TENANGO DE DORIA,36,SANTA MARÍA TEMAXCALAPA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0671P,1,CUAUHTEMOC,60,TENANGO DE DORIA,54,EL XINDHÓ,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0563H,1,NARCISO MENDOZA,61,TEPEAPULCO,14,SAN BARTOLOMÉ TEPETATES,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0663G,1,JOSEFA ORTIZ DE DOMINGUEZ,61,TEPEAPULCO,2,FRAY BERNARDINO DE SAHAGÚN (CIUDAD SAHAGÚN),PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR2607B,1,MIGUEL HIDALGO,61,TEPEAPULCO,7,IROLO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0570R,1,EVOLUCION SOCIAL,62,TEPEHUACÁN DE GUERRERO,2,ACOXCATLÁN,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0579I,1,LUIS VILLARREAL,62,TEPEHUACÁN DE GUERRERO,20,LA REFORMA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR1071B,1,HEROES DE CHAPULTEPEC,62,TEPEHUACÁN DE GUERRERO,10,CUATOLOL,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0119Y,1,JUSTO SIERRA,63,TEPEJI DEL RÍO DE OCAMPO,6,MELCHOR OCAMPO (EL SALTO),PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0594A,1,CUAUHTEMOC,63,TEPEJI DEL RÍO DE OCAMPO,12,SAN JOSÉ PIEDRA GORDA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0604R,1,SANTOS DEGOLLADO,64,TEPETITLÁN,1,TEPETITLÁN,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0606P,1,JOSE MA. PINO SUAREZ,64,TEPETITLÁN,4,PINO SUÁREZ,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0406R,1,LAZARO CARDENAS DEL RIO,65,TETEPANGO,1,TETEPANGO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0621H,1,IGNACIO ALLENDE,67,TEZONTEPEC DE ALDAMA,2,SANTIAGO ACAYUTLÁN,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0628A,1,VICENTE GUERRERO,67,TEZONTEPEC DE ALDAMA,12,TENANGO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR2747B,1,FRANCISCO VILLA,67,TEZONTEPEC DE ALDAMA,19,5 DE FEBRERO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR2894L,1,MIGUEL HIDALGO Y COSTILLA,67,TEZONTEPEC DE ALDAMA,17,SAN JUAN [COLONIA],PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0634L,1,FRANCISCO SARABIA,68,TIANGUISTENGO,14,CHAPULA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0650C,1,GRAL. FELIPE ANGELES,68,TIANGUISTENGO,37,TECHIMAL,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0659U,1,VICENTE GUERRERO,68,TIANGUISTENGO,51,YATIPÁN,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0694Z,1,RICARDO FLORES MAGON,69,TIZAYUCA,1,TIZAYUCA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR1099H,1,LAZARO CARDENAS,69,TIZAYUCA,1,TIZAYUCA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR1499D,1,EMILIANO ZAPATA,69,TIZAYUCA,5,EMILIANO ZAPATA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR1777P,1,GRAL. FELIPE ANGELES,69,TIZAYUCA,11,OLMOS,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR2612N,1,FELIPE CARRILLO PUERTO,70,TLAHUELILPAN,2,MUNITEPEC DE MADERO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0684T,1,IGNACIO ZARAGOZA,72,TLANALAPA,5,CHICONCUAC,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2393R,1,CUAUHTEMOC,72,TLANALAPA,1,TLANALAPA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0992Z,1,BENITO JUAREZ,73,TLANCHINOL,19,PUEBLO HIDALGO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0995W,1,VASCO DE QUIROGA,73,TLANCHINOL,40,TEMANGO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0997U,1,LAZARO CARDENAS,73,TLANCHINOL,27,PEYULA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR1297H,1,HEROE DE NACOZARI,73,TLANCHINOL,3,ACATIPA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0717U,1,VICENTE GUERRERO,75,TOLCAYUCA,13,VICENTE GUERRERO (SAN JAVIER),PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0818S,1,VASCO DE QUIROGA,75,TOLCAYUCA,11,SANTIAGO TLAJOMULCO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR1917Z,1,ITZCOATL,75,TOLCAYUCA,1,TOLCAYUCA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0743S,1,BENITO JUAREZ,76,TULA DE ALLENDE,32,XOCHITLÁN DE LAS FLORES,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR1034Y,1,TOLTECAYOTL,76,TULA DE ALLENDE,1,TULA DE ALLENDE,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0149S,1,EMILIANO ZAPATA,77,TULANCINGO DE BRAVO,42,ZOTOTLÁN,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0756W,1,FRANCISCO VILLA,77,TULANCINGO DE BRAVO,3,AHUEHUETITLA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0757V,1,IGNACIO ALTAMIRANO,77,TULANCINGO DE BRAVO,5,AXATEMPA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0759T,1,FEDERICO A. CORZO,77,TULANCINGO DE BRAVO,8,HUAJOMULCO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0763F,1,GREGORIO TORRES QUINTERO,77,TULANCINGO DE BRAVO,12,LA LAGUNILLA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0769Z,1,PROFR. ADOLFO ESPINOSA ANGELES,77,TULANCINGO DE BRAVO,22,TEPALZINGO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0932K,1,LAZARO CARDENAS,77,TULANCINGO DE BRAVO,1,TULANCINGO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR1019F,1,PEDRO DE GANTE,77,TULANCINGO DE BRAVO,20,SANTA MARÍA ASUNCIÓN,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR1040I,1,NIÑOS HEROES DE CHAPULTEPEC,77,TULANCINGO DE BRAVO,24,EL ABRA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR1043F,1,PEDRO LASCOURAIN PAREDES,77,TULANCINGO DE BRAVO,17,SAN NICOLÁS EL GRANDE,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR1434U,1,MANUEL FERNANDO SOTO,77,TULANCINGO DE BRAVO,87,SAN NICOLÁS EL CHICO [RANCHO],PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR1915A,1,PROFR. JOSE HERNANDEZ MARTINEZ,77,TULANCINGO DE BRAVO,1,TULANCINGO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2356N,1,JUDITH H. DE RUEDA VILLAGRAN,77,TULANCINGO DE BRAVO,53,JAVIER ROJO GÓMEZ,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2449C,1,TIERRA Y LIBERTAD,77,TULANCINGO DE BRAVO,21,SANTA MARÍA EL CHICO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2628O,1,DIEZ DE MAYO,77,TULANCINGO DE BRAVO,7,SAN NICOLÁS CEBOLLETAS,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2629N,1,LAZARO CARDENAS,77,TULANCINGO DE BRAVO,10,JALTEPEC,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2630C,1,NARCISO MENDOZA,77,TULANCINGO DE BRAVO,18,SANTA ANA HUEYTLALPAN,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2657J,1,MARGARITA MAZA DE JUAREZ,77,TULANCINGO DE BRAVO,41,SAN VIDAL,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2863S,1,JUAN ESCUTIA,77,TULANCINGO DE BRAVO,1,TULANCINGO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2904B,1,JOSE VASCONCELOS,77,TULANCINGO DE BRAVO,20,SANTA MARÍA ASUNCIÓN,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2922R,1,JAIME TORRES BODET,77,TULANCINGO DE BRAVO,64,EJIDO MIMILA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2934W,1,NICOLAS GARCIA DE SAN VICENTE,77,TULANCINGO DE BRAVO,20,SANTA MARÍA ASUNCIÓN,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0549O,1,LAZARO CARDENAS DEL RIO,66,VILLA DE TEZONTEPEC,1,TEZONTEPEC,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0603S,1,5 DE FEBRERO,66,VILLA DE TEZONTEPEC,3,LA CANTERA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0619T,1,JOSE MARIA RODRIGUEZ Y COSS,66,VILLA DE TEZONTEPEC,5,CHAMBERLUCO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0971M,1,MIGUEL HIDALGO,66,VILLA DE TEZONTEPEC,18,GUADALUPE [COLONIA],PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0781V,1,MELCHOR OCAMPO,78,XOCHIATIPAN,14,IXTACZOQUICO,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2633Z,1,JUSTO SIERRA,78,XOCHIATIPAN,10,COCOTLA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0750B,1,LAZARO CARDENAS DEL RIO,80,YAHUALICA,30,HUEXOAPA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0820G,1,EL CAMPESINO,80,YAHUALICA,3,EL ARENAL,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0827Z,1,BENITO JUAREZ,80,YAHUALICA,11,MECATLÁN,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0828Z,1,ESPIRITU DEL PUEBLO,80,YAHUALICA,12,MESA LARGA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0829Y,1,EMILIANO ZAPATA,80,YAHUALICA,13,LOS NARANJOS,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0832L,1,BENITO JUAREZ,80,YAHUALICA,16,PEPEYOCATITLA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0836H,1,CUAUHTEMOC,80,YAHUALICA,21,TEPETITLA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0838F,1,MELCHOR OCAMPO,80,YAHUALICA,23,TLALCHIYAHUALICA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2639U,1,IGNACIO ZARAGOZA,80,YAHUALICA,1,YAHUALICA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2640J,1,IGNACIO ZARAGOZA,80,YAHUALICA,27,ZOQUITIPÁN,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2658I,1,MORELOS,80,YAHUALICA,2,AGUACATITLA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR2774Z,1,EMILIANO ZAPATA,80,YAHUALICA,28,ACALAMATITLA,PRIMARIA,PRIMARIA GENERAL,SI
13,13DPR0069G,1,EDUARDO VERA GUTIERREZ,83,ZEMPOALA,6,SANTA CRUZ,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0472Q,1,CRISTOBAL COLON,83,ZEMPOALA,27,TEPOZOYUCAN,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0871N,1,JOSE MARIA MORELOS,83,ZEMPOALA,2,ACELOTLA DE OCAMPO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0872M,1,IGNACIO ALLENDE,83,ZEMPOALA,7,FRANCISCO VILLA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0874K,1,EMILIANO ZAPATA,83,ZEMPOALA,16,SAN ANTONIO OXTOYUCAN,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0875J,1,FRAY BARTOLOME DE LAS CASAS,83,ZEMPOALA,17,SAN GABRIEL AZTECA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0876I,1,MATIAS RODRIGUEZ,83,ZEMPOALA,19,SANTA MARÍA TECAJETE,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0878G,1,BELISARIO DOMINGUEZ,83,ZEMPOALA,21,SANTO TOMÁS,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0879F,1,SOR JUANA INES DE LA CRUZ,83,ZEMPOALA,23,JAGÜEY DE TÉLLEZ (ESTACIÓN TÉLLEZ),PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0882T,1,JOSE LUGO GUERRERO,83,ZEMPOALA,26,SANTIAGO TEPEYAHUALCO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0883S,1,LAZARO CARDENAS,83,ZEMPOALA,29,SAN PEDRO TLAQUILPAN,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0885Q,1,SALOMON REYES,83,ZEMPOALA,31,VENUSTIANO CARRANZA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0887O,1,NIÑOS HEROES DE CHAPULTEPEC,83,ZEMPOALA,1,ZEMPOALA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR1175X,1,NETZAHUALCOYOTL,83,ZEMPOALA,28,SAN MATEO TLAJOMULCO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR1204B,1,CUAUHTEMOC,83,ZEMPOALA,1,ZEMPOALA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR2646D,1,GENERAL FELIPE ANGELES,83,ZEMPOALA,30,LA TRINIDAD,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR2647C,1,18 DE MARZO,83,ZEMPOALA,32,VILLA MARGARITA,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR2791P,1,LAZARO CARDENAS,83,ZEMPOALA,80,EL BARRIO CASAS COLORADAS,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0272S,1,CUITLAHUAC,84,ZIMAPÁN,1,ZIMAPÁN,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0888N,1,NARCISO MENDOZA,84,ZIMAPÁN,4,AGUAS BLANCAS,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0902Q,1,18 DE MARZO,84,ZIMAPÁN,19,DURANGO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR0972L,1,VALENTIN GOMEZ FARIAS,84,ZIMAPÁN,5,ÁLVARO OBREGÓN (TEMUTHE),PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR1101F,1,BENITO JUAREZ,84,ZIMAPÁN,7,BENITO JUÁREZ (DETZANI),PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR1102E,1,RAFAEL RAMIREZ,84,ZIMAPÁN,45,EL SALITRE,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR1106A,1,LAZARO CARDENAS,84,ZIMAPÁN,59,VENUSTIANO CARRANZA (SAN PEDRO),PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR1117G,1,ADOLFO LOPEZ MATEOS,84,ZIMAPÁN,64,XHITÁ PRIMERO,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPR2650Q,1,GRAL. ANTONIO VIRUEGAS,84,ZIMAPÁN,2,LAS ADJUNTAS,PRIMARIA,PRIMARIA GENERAL,NO
13,13DPB0096C,1,NIÑOS HEROES DE CHAPULTEPEC,2,ACAXOCHITLÁN,31,EL TEJOCOTAL,PRIMARIA,PRIMARIA INDÍGENA,SI
13,13DPB0451C,1,LIC. BENITO JUAREZ,2,ACAXOCHITLÁN,28,CHIMALAPA,PRIMARIA,PRIMARIA INDÍGENA,SI
13,13DPB0605P,1,VENUSTIANO CARRANZA,2,ACAXOCHITLÁN,14,SANTA CATARINA,PRIMARIA,PRIMARIA INDÍGENA,SI
13,13DPB2727N,1,MOISES SAENZ GARZA,2,ACAXOCHITLÁN,39,COYAMETEPEC,PRIMARIA,PRIMARIA INDÍGENA,SI
13,13DPB0301W,1,FRAY BARTOLOME DE LAS CASAS,6,ALFAJAYUCAN,30,SAN ANTONIO TEZOQUIPAN,PRIMARIA,PRIMARIA INDÍGENA,NO
13,13DPB2670C,1,VICENTE GUERRERO,6,ALFAJAYUCAN,39,SANTA MARÍA XIGUI,PRIMARIA,PRIMARIA INDÍGENA,NO
13,13DPB0283X,1,NICOLAS BRAVO,14,CALNALI,4,ATEMPA,PRIMARIA,PRIMARIA INDÍGENA,SI
13,13DPB0616V,1,BENITO JUAREZ,14,CALNALI,10,PAPATLATLA,PRIMARIA,PRIMARIA INDÍGENA,SI
13,13DPB0073S,1,BENITO JUAREZ,15,CARDONAL,35,DURANGO DABOXTHA,PRIMARIA,PRIMARIA INDÍGENA,NO
13,13DPB0213B,1,JOSE MARIA MORELOS Y PAVON,15,CARDONAL,4,EL BINGÚ,PRIMARIA,PRIMARIA INDÍGENA,NO
13,13DPB0222J,1,LAZARO CARDENAS,15,CARDONAL,12,EL DECA,PRIMARIA,PRIMARIA INDÍGENA,NO
13,13DPB0257Z,1,NETZAHUALCOYOTL,15,CARDONAL,5,EL BOTHO,PRIMARIA,PRIMARIA INDÍGENA,NO
13,13DPB0266G,1,IGNACIO ZARAGOZA,15,CARDONAL,7,EL BUENA,PRIMARIA,PRIMARIA INDÍGENA,NO
13,13DPB0347R,1,EMILIANO ZAPATA,15,CARDONAL,19,POZUELOS,PRIMARIA,PRIMARIA INDÍGENA,NO
13,13DPB0614X,1,VALENTIN GOMEZ FARIAS,15,CARDONAL,25,SAN MIGUEL JIGUI,PRIMARIA,PRIMARIA INDÍGENA,NO
13,13DPB0450D,1,IGNACIO MANUEL ALTAMIRANO,16,CUAUTEPEC DE HINOJOSA,41,EL DURAZNO,PRIMARIA,PRIMARIA INDÍGENA,SI
13,13DPB0229C,1,FRANCISCO I. MADERO,25,HUAUTLA,59,TERRERO,PRIMARIA,PRIMARIA INDÍGENA,SI
13,13DPB0315Z,1,JOSE MARIA MORELOS,25,HUAUTLA,50,TZACUALA,PRIMARIA,PRIMARIA INDÍGENA,SI
13,13DPB0377L,1,BENITO JUAREZ,25,HUAUTLA,7,BANDERAS,PRIMARIA,PRIMARIA INDÍGENA,SI
13,13DPB0461J,1,BENITO JUAREZ,25,HUAUTLA,36,HUAZALINGUILLO,PRIMARIA,PRIMARIA INDÍGENA,SI
